filename,Classifier,filter_ds,accuracy_score_mean,f1_score_mean,precision_score_mean,recall_score_mean,accuracy_score_std,f1_score_std,precision_score_std,recall_score_std,accuracy_score_ci_l,f1_score_ci_l,precision_score_ci_l,recall_score_ci_l,accuracy_score_ci_h,f1_score_ci_h,precision_score_ci_h,recall_score_ci_h,source_file
results_multirocket_country.csv,multirocket,_1,0.687636,0.685556,0.6866149,0.687636,0.0065082,0.0071566,0.0060431,0.0065082,0.6695663212576689,0.6656861805615522,0.6698366364020888,0.6695663212576689,0.7057057538882351,0.7054257364256964,0.703393168889613,0.7057057538882351,combined_entries_country.csv
results_DrCIF_country.csv,DrCIF,_0,0.695497,0.6935746,0.6950208,0.695497,0.0154233,0.0161355,0.0155458,0.0154233,0.6526750258826107,0.6487751854059274,0.6518586110446815,0.6526750258826107,0.7383189580231578,0.738374043228992,0.7381829782111439,0.7383189580231578,combined_entries_country.csv
results_DrCIF_country.csv,DrCIF,_1,0.6162075,0.6158773,0.6182943,0.6162075,0.0060158,0.0057674,0.0046112,0.0060158,0.5995050608939139,0.599864314158701,0.6054914662163471,0.5995050608939139,0.6329099771721718,0.6318902122613494,0.6310972015307834,0.6329099771721718,combined_entries_country.csv
results_ts_fresh_country.csv,ts_fresh,_0,0.7160041,0.7134383,0.7141999,0.7160041,0.0143595,0.0152644,0.0136929,0.0143595,0.676135693124624,0.6710574754966045,0.6761822624308589,0.676135693124624,0.7558725104145178,0.7558190587669784,0.7522176304779089,0.7558725104145178,combined_entries_country.csv
results_ts_fresh_country.csv,ts_fresh,_1,0.6306887,0.6297664,0.630526,0.6306887,0.0067745,0.0061457,0.0056535,0.0067745,0.6118798098617212,0.6127033089140261,0.6148294032415661,0.6118798098617212,0.6494975886126736,0.6468295388740131,0.6462226910584042,0.6494975886126736,combined_entries_country.csv
results_MrSQM_country.csv,MrSQM,_0,0.6774415,0.6775801,0.6790829,0.6774415,0.0170797,0.0183977,0.0200329,0.0170797,0.6300205278042801,0.6264999646357261,0.6234625568698552,0.6300205278042801,0.7248624898268734,0.728660257750086,0.7347032132394368,0.7248624898268734,combined_entries_country.csv
results_MrSQM_country.csv,MrSQM,_1,0.6007548,0.6010412,0.6026387,0.6007548,0.0035541,0.0034759,0.0034629,0.0035541,0.5908870456844527,0.5913904072667651,0.5930241561977034,0.5908870456844527,0.6106225659837171,0.6106919120788261,0.6122533209391849,0.6106225659837171,combined_entries_country.csv
results_weasel_d_country.csv,weasel_d,_0,0.738072,0.7320152,0.73579,0.738072,0.0138355,0.0153487,0.0115635,0.0138355,0.6996584603260696,0.6894002378796295,0.703684416053511,0.6996584603260696,0.7764854790114399,0.7746301248244317,0.7678954873993444,0.7764854790114399,combined_entries_country.csv
results_weasel_d_country.csv,weasel_d,_1,0.6906785,0.6849193,0.6908531,0.6906785,0.0065842,0.0069235,0.0075631,0.0065842,0.6723978590882346,0.665696646514757,0.669854473143392,0.6723978590882346,0.7089591624423169,0.7041419906185463,0.7118516999256848,0.7089591624423169,combined_entries_country.csv
results_fresh_prince_country.csv,ts_fresh,_0,0.7088734,0.7065131,0.7063686,0.7088734,0.016947,0.0177411,0.0172009,0.016947,0.6618210145201029,0.6572560766366204,0.6586112253688898,0.6618210145201029,0.7559258427348401,0.7557701948016513,0.7541260408570256,0.7559258427348401,combined_entries_country.csv
results_fresh_prince_country.csv,ts_fresh,_1,0.6241184,0.6233912,0.6240099,0.6241184,0.0072526,0.0068156,0.0065608,0.0072526,0.603982076348478,0.6044681467869448,0.6057943303527779,0.603982076348478,0.644254710847219,0.6423143032453733,0.6422255062448626,0.644254710847219,combined_entries_country.csv
best_of_m1_m2_models.csv,best_of_m1_m2_models,_0,0.7,0.69,0.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combined_entries_country.csv
best_of_m1_m2_models.csv,best_of_m1_m2_models,_1,0.7,0.69,0.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combined_entries_country.csv
results_hydra_ridge_tsfel.csv,hydra_ridge,tsfel,0.6995434,0.697632,0.698686,0.6995434,0.007433,0.0075814,0.0073746,0.007433,0.6789061564257526,0.6765826358821688,0.6782109024664903,0.6789061564257526,0.7201806932552273,0.7186812983486733,0.7191611028823438,0.7201806932552273,combined_entries_tsfel.csv
results_weasel_d_tsfel.csv,weasel_d,tsfel,0.7089106,0.7069416,0.7083583,0.7089106,0.0043643,0.0045557,0.0038328,0.0043643,0.6967932245019368,0.6942929819681116,0.6977167238220577,0.6967932245019368,0.7210279569412921,0.7195901567763303,0.7189999449740229,0.7210279569412921,combined_entries_tsfel.csv
results_rdst_tsfel.csv,rdst,tsfel,0.7063128,0.7046128,0.7059638,0.7063128,0.0042449,0.0042934,0.0037868,0.0042449,0.694527205958008,0.6926923059850102,0.6954499894127038,0.694527205958008,0.7180984265817262,0.7165332056304995,0.7164776510874209,0.7180984265817262,combined_entries_tsfel.csv
best_of_m1_m2_models.csv,best_of_m1_m2_models,tsfel,0.7,0.69,0.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combined_entries_tsfel.csv
results_tde_inverted_5_fold.csv,tde,_train0_1,0.5749564,0.5432915,0.6390021,0.5749564,0.0287244,0.0280097,0.0255612,0.0287244,0.4952047681795337,0.4655241279644453,0.568032947401182,0.4952047681795337,0.6547080818825892,0.621058799774503,0.7099712241629266,0.6547080818825892,combined_entries_inverted.csv
results_tde_inverted_5_fold.csv,tde,_train1_0,0.8350411,0.8365724,0.8571903,0.8350411,0.0066069,0.0085717,0.0095595,0.0066069,0.8166972663819793,0.8127736433279388,0.8306487783415111,0.8166972663819793,0.8533848931550073,0.8603711512584332,0.8837318425940432,0.8533848931550073,combined_entries_inverted.csv
results_rdst_inverted_5_fold.csv,rdst,_train0_1,0.1369919688488683,0.1031429194969778,0.2736164486078049,0.1369919688488683,0.026936117953878,0.028199457384024,0.0909482568278309,0.026936117953878,0.1035463609341678,0.0681286684943537,0.1606892724052973,0.1035463609341678,0.1704375767635688,0.1381571704996018,0.3865436248103124,0.1704375767635688,combined_entries_inverted.csv
results_rdst_inverted_5_fold.csv,rdst,_train1_0,0.2322781988408381,0.1340846665347743,0.248379453952226,0.2322781988408381,0.0171608926710071,0.0179700471473799,0.206820064555993,0.0171608926710071,0.2109701362342096,0.1117719059458483,-0.0084215743131293,0.2109701362342096,0.2535862614474666,0.1563974271237002,0.5051804822175814,0.2535862614474666,combined_entries_inverted.csv
results_weasel_d_inverted_5_fold.csv,weasel_d,_train0_1,0.3697980043806279,0.2781554700734888,0.3437219945866061,0.3697980043806279,0.0,0.0,0.0,0.0,0.3697980043806279,0.2781554700734888,0.3437219945866061,0.3697980043806279,0.3697980043806279,0.2781554700734888,0.3437219945866061,0.3697980043806279,combined_entries_inverted.csv
results_weasel_d_inverted_5_fold.csv,weasel_d,_train1_0,0.6103432902362906,0.6120901149495297,0.6217578236214641,0.6103432902362906,0.0,0.0,0.0,0.0,0.6103432902362906,0.6120901149495297,0.6217578236214641,0.6103432902362906,0.6103432902362906,0.6120901149495297,0.6217578236214641,0.6103432902362906,combined_entries_inverted.csv
results_hydra_ridge_inverted_5_fold.csv,hydra_ridge,_train0_1,0.3230713068873205,0.1580975596393998,0.2802314396452637,0.3230713068873205,8.604365796867499e-05,0.0001871249676921,0.0766416780008343,8.604365796867499e-05,0.322964469574947,0.1578652133038514,0.1850682273097021,0.322964469574947,0.323178144199694,0.1583299059749482,0.3753946519808254,0.323178144199694,combined_entries_inverted.csv
results_hydra_ridge_inverted_5_fold.csv,hydra_ridge,_train1_0,0.3263040570664289,0.1949916492111121,0.174302318610499,0.3263040570664289,0.006077060797642,0.0072933223770406,0.0071432209432874,0.006077060797642,0.3187583894591014,0.1859357933882468,0.1654328383340038,0.3187583894591014,0.3338497246737565,0.2040475050339773,0.1831717988869941,0.3338497246737565,combined_entries_inverted.csv
best_of_m1_m2_models.csv,best_of_m1_m2_models,_train0_1,0.7,0.69,0.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combined_entries_inverted.csv
best_of_m1_m2_models.csv,best_of_m1_m2_models,_train1_0,0.7,0.69,0.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combined_entries_inverted.csv
results_weasel_d_all.csv,weasel_d,all,0.6943484,0.6920642,0.6938363,0.6943484,0.0051909,0.0053604,0.0056329,0.0051909,0.679936291491895,0.6771813854394272,0.6781968996047858,0.679936291491895,0.7087605139694056,0.7069470436981667,0.7094756751004494,0.7087605139694056,combined_entries_all.csv
results_ts_fresh_all.csv,ts_fresh,all,0.6528651,0.6520598,0.6526395,0.6528651,0.0132475,0.0128835,0.0126206,0.0132475,0.6160842069608029,0.6162893183462022,0.6175990341676816,0.6160842069608029,0.6896459445388544,0.6878301936075817,0.6876798817989744,0.6896459445388544,combined_entries_all.csv
results_hydra_all.csv,hydra_ridge,all,0.6831709,0.6805187,0.6832796,0.6831709,0.0045817,0.0047378,0.0046898,0.0045817,0.6704501370126847,0.6673644834574167,0.6702585263632174,0.6704501370126847,0.695891590932479,0.6936729456059522,0.6963007476825577,0.695891590932479,combined_entries_all.csv
results_tde_all.csv,tde,all,0.6564864,0.6543623,0.6560376,0.6564864,0.0114009,0.0116529,0.0115684,0.0114009,0.6248323958966171,0.6220087537841603,0.6239185923236996,0.6248323958966171,0.6881404866252991,0.6867158212832583,0.6881566809004509,0.6881404866252991,combined_entries_all.csv
results_fresh_prince_all.csv,ts_fresh,all,0.6416883,0.6411107,0.6411251,0.6416883,0.016508,0.0163069,0.0157705,0.016508,0.5958549079509092,0.595835389564158,0.5973390596604919,0.5958549079509092,0.6875217774014382,0.6863859321013722,0.6849111590303192,0.6875217774014382,combined_entries_all.csv
results_rdst_all.csv,rdst,all,0.695765,0.6942927,0.6955995,0.695765,0.0075481,0.0075588,0.0075939,0.0075481,0.674808236861681,0.673305964784999,0.6745153414144692,0.674808236861681,0.7167218508029809,0.7152793372947803,0.716683590915168,0.7167218508029809,combined_entries_all.csv
best_of_m1_m2_models.csv,best_of_m1_m2_models,all,0.7,0.69,0.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combined_entries_all.csv
results_rdst_target.csv,rdst,target,0.7114296,0.7101543,0.7113374,0.7114296,0.0077357,0.0077375,0.0068428,0.0077357,0.6899518122825825,0.688671432111434,0.6923386610825106,0.6899518122825825,0.7329074377491802,0.731637135014876,0.7303361326005724,0.7329074377491802,combined_entries_target.csv
results_weasel_d_target.csv,weasel_d,target,0.7023775,0.6997168,0.7026859,0.7023775,0.004797,0.0045582,0.0051609,0.004797,0.6890589294717171,0.6870612568817369,0.688356923312921,0.6890589294717171,0.7156960959848115,0.7123722977135019,0.7170148890530936,0.7156960959848115,combined_entries_target.csv
results_hydra_ridge_target.csv,hydra_ridge,target,0.6935611,0.690869,0.6931835,0.6935611,0.0084837,0.0084007,0.0078902,0.0084837,0.6700066283180917,0.6675448971035552,0.6712769074152091,0.6700066283180917,0.7171154979450509,0.7141931528203728,0.7150901477056281,0.7171154979450509,combined_entries_target.csv
best_of_m1_m2_models.csv,best_of_m1_m2_models,target,0.7,0.69,0.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combined_entries_target.csv
results_hydra_ridge_tsfel_161c.csv,hydra_ridge,tsfel_161c,0.6997012,0.6976069,0.6990556,0.6997012,0.0053619,0.0050322,0.0057443,0.0053619,0.6848142095659376,0.6836352666878875,0.683106801641317,0.6848142095659376,0.7145881585264805,0.7115784962231202,0.7150044189584236,0.7145881585264805,combined_entries_tsfel_161c.csv
results_weasel_d_tsfel_161c.csv,weasel_d,tsfel_161c,0.7089106,0.7069416,0.7083583,0.7089106,0.0043643,0.0045557,0.0038328,0.0043643,0.6967932245019368,0.6942929819681116,0.6977167238220577,0.6967932245019368,0.7210279569412921,0.7195901567763303,0.7189999449740229,0.7210279569412921,combined_entries_tsfel_161c.csv
results_rdst_tsfel_161c.csv,rdst,tsfel_161c,0.7069424,0.7053576,0.706476,0.7069424,0.0050993,0.0053236,0.0047564,0.0050993,0.6927845025306989,0.6905770342331126,0.6932700711145394,0.6927845025306989,0.721100228820031,0.7201382222611799,0.7196818865361638,0.721100228820031,combined_entries_tsfel_161c.csv
best_of_m1_m2_models.csv,best_of_m1_m2_models,tsfel_161c,0.7,0.69,0.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combined_entries_tsfel_161c.csv
results_ridge_cv_city.csv,ridge_cv,_0_0,0.777766,0.7620335,0.7572305,0.777766,0.0181719,0.0202704,0.0183998,0.0181719,0.7273127770466403,0.7057539089148928,0.7061443569544934,0.7273127770466403,0.8282192907671675,0.8183131749841646,0.8083166607648791,0.8282192907671675,combined_entries_city.csv
results_ridge_cv_city.csv,ridge_cv,_0_1,0.6926215,0.6794363,0.6806858,0.6926215,0.0263944,0.0250806,0.0243136,0.0263944,0.619338978659976,0.6098012492012196,0.6131804605301894,0.619338978659976,0.765904017337737,0.749071252973225,0.7481911246431112,0.765904017337737,combined_entries_city.csv
results_ridge_cv_city.csv,ridge_cv,_0_2,0.7134637,0.7073324,0.7115966,0.7134637,0.0190706,0.0215116,0.019047,0.0190706,0.6605153605419389,0.6476064841501686,0.6587135464193913,0.6605153605419389,0.7664120592822856,0.767058257541411,0.7644795724979833,0.7664120592822856,combined_entries_city.csv
results_ridge_cv_city.csv,ridge_cv,_1_0,0.7043341,0.6977573,0.7039469,0.7043341,0.0142881,0.0157473,0.0130861,0.0142881,0.6646640725907209,0.6540356951455659,0.6676141173585558,0.6646640725907209,0.7440040642009065,0.741478938814109,0.740279685738393,0.7440040642009065,combined_entries_city.csv
results_ridge_cv_city.csv,ridge_cv,_1_2,0.6695745,0.6612434,0.6748643,0.6695745,0.0248028,0.026156,0.0211589,0.0248028,0.600710917187469,0.5886225710584638,0.6161177349424466,0.600710917187469,0.7384380496207964,0.7338641546874873,0.7336108332113448,0.7384380496207964,combined_entries_city.csv
results_ridge_cv_city.csv,ridge_cv,_1_4,0.6818966,0.66257,0.6839016,0.6818966,0.0136032,0.0170282,0.0088403,0.0136032,0.6441279613999962,0.615291995381159,0.6593568916542796,0.6441279613999962,0.7196651420482796,0.7098479824700726,0.70844625506218,0.7196651420482796,combined_entries_city.csv
results_rdst_city.csv,rdst,_0_0,0.7823532,0.7653067,0.7622103,0.7823532,0.0152051,0.0158488,0.0130137,0.0152051,0.7401371477870087,0.7213034891993197,0.7260783619657192,0.7401371477870087,0.8245692319534048,0.8093099639166919,0.7983421396239696,0.8245692319534048,combined_entries_city.csv
results_rdst_city.csv,rdst,_0_1,0.6979074,0.6897133,0.6955589,0.6979074,0.0213263,0.0235182,0.0217562,0.0213263,0.6386960131771537,0.6244161892422533,0.6351540459115325,0.6386960131771537,0.7571187381092954,0.7550103413249576,0.7559637885816514,0.7571187381092954,combined_entries_city.csv
results_rdst_city.csv,rdst,_0_2,0.7337152,0.7275821,0.7289848,0.7337152,0.0197857,0.0201249,0.0195509,0.0197857,0.6787813787288034,0.6717063770851027,0.6747027070324378,0.6787813787288034,0.7886489221849969,0.7834578819300656,0.7832669660830771,0.7886489221849969,combined_entries_city.csv
results_rdst_city.csv,rdst,_1_0,0.7099534,0.7085645,0.7106422,0.7099534,0.0118036,0.0107694,0.0103423,0.0118036,0.6771814786208425,0.6786640154574859,0.6819274077541136,0.6771814786208425,0.7427254134649846,0.7384650789020717,0.7393569349605417,0.7427254134649846,combined_entries_city.csv
results_rdst_city.csv,rdst,_1_2,0.6704994,0.6667949,0.6717448,0.6704994,0.0204109,0.0201625,0.0221084,0.0204109,0.6138297533287397,0.6108146849316417,0.6103619640264502,0.6138297533287397,0.7271691186802843,0.7227750575640312,0.7331277292982352,0.7271691186802843,combined_entries_city.csv
results_rdst_city.csv,rdst,_1_4,0.6823276,0.6727585,0.6820494,0.6823276,0.0163906,0.0174978,0.0187832,0.0163906,0.6368198478187039,0.6241767304326895,0.6298988202983166,0.6368198478187039,0.727835324595089,0.7213401998956408,0.7341999105868607,0.727835324595089,combined_entries_city.csv
results_fresh_prince_city.csv,ts_fresh,_0_0,0.6757959,0.6724367,0.6732549,0.6757959,0.0366285,0.0351513,0.0349626,0.0366285,0.5740987686193337,0.5748408908858222,0.5761831417352629,0.5740987686193337,0.7774929956389001,0.770032420508149,0.7703267098630387,0.7774929956389001,combined_entries_city.csv
results_fresh_prince_city.csv,ts_fresh,_0_1,0.5672356,0.5645201,0.5677455,0.5672356,0.0174332,0.0187379,0.0207995,0.0174332,0.5188333617285373,0.5124953411875898,0.5099968179894332,0.5188333617285373,0.6156377646293815,0.6165448593611925,0.6254941600904382,0.6156377646293815,combined_entries_city.csv
results_fresh_prince_city.csv,ts_fresh,_0_2,0.5981584,0.5959103,0.5975244,0.5981584,0.021744,0.0219009,0.0212357,0.021744,0.5377873763625672,0.5351036633755433,0.5385646764267177,0.5377873763625672,0.6585294852869293,0.6567168999890307,0.6564840996385527,0.6585294852869293,combined_entries_city.csv
results_fresh_prince_city.csv,ts_fresh,_1_0,0.4816598,0.4827798,0.4852818,0.4816598,0.0062881,0.0060553,0.0068228,0.0062881,0.4642013042703241,0.465967715731481,0.466338706049384,0.4642013042703241,0.4991183779026606,0.4995919654900543,0.504224918858176,0.4991183779026606,combined_entries_city.csv
results_fresh_prince_city.csv,ts_fresh,_1_2,0.4686889,0.4689043,0.4704532,0.4686889,0.0139202,0.0139132,0.0136141,0.0139202,0.4300402581037985,0.4302749680583267,0.4326544320941197,0.4300402581037985,0.5073375228739536,0.507533615567834,0.5082520369966145,0.5073375228739536,combined_entries_city.csv
results_fresh_prince_city.csv,ts_fresh,_1_4,0.4633621,0.4629532,0.4645628,0.4633621,0.027901,0.0288985,0.0299155,0.027901,0.385896606528133,0.3827181211512826,0.3815039431340778,0.385896606528133,0.5408275314029015,0.5431882264334102,0.5476216813070642,0.5408275314029015,combined_entries_city.csv
results_elastic_ensemble_city.csv,elastic_ensemble,_0_0,0.7098127,0.7117888,0.7188476,0.7098127,0.0331152,0.0272936,0.0200187,0.0331152,0.6178703106133119,0.6360096398513857,0.6632667251889873,0.6178703106133119,0.8017551068812976,0.7875678650524178,0.7744284633766957,0.8017551068812976,combined_entries_city.csv
results_elastic_ensemble_city.csv,elastic_ensemble,_0_1,0.6412493,0.6418763,0.6484334,0.6412493,0.0171553,0.0178055,0.0212769,0.0171553,0.5936185657798129,0.5924403779267805,0.5893593849481815,0.5936185657798129,0.6888800048319653,0.6913121347054311,0.7075074153843679,0.6888800048319653,combined_entries_city.csv
results_elastic_ensemble_city.csv,elastic_ensemble,_0_2,0.6893301,0.6863395,0.6895412,0.6893301,0.0239921,0.0240189,0.0254037,0.0239921,0.6227173332175494,0.6196524832750729,0.6190092133171292,0.6227173332175494,0.7559428146201782,0.7530265544812438,0.7600731290818534,0.7559428146201782,combined_entries_city.csv
results_elastic_ensemble_city.csv,elastic_ensemble,_1_0,0.6193965,0.6198906,0.6294468,0.6193965,0.0159515,0.0154523,0.0183121,0.0159515,0.575107971254764,0.5769879942296781,0.5786042651905693,0.575107971254764,0.6636851261585162,0.6627931390505082,0.6802893278246659,0.6636851261585162,combined_entries_city.csv
results_elastic_ensemble_city.csv,elastic_ensemble,_1_2,0.6097396,0.6089354,0.6159419,0.6097396,0.0189389,0.0189766,0.0214698,0.0189389,0.557156727930157,0.5562479837375168,0.5563321169978013,0.557156727930157,0.6623224762362097,0.6616228831254377,0.6755516501054974,0.6623224762362097,combined_entries_city.csv
results_elastic_ensemble_city.csv,elastic_ensemble,_1_4,0.5784483,0.577398,0.5862738,0.5784483,0.0174343,0.0169906,0.0210212,0.0174343,0.5300429937079397,0.5302244989288161,0.5279096549490936,0.5300429937079397,0.6268535580161984,0.6245715440202895,0.6446378577211846,0.6268535580161984,combined_entries_city.csv
results_inception_time_city.csv,inception_time,_0_0,0.3249059,0.2838848,0.5245655,0.3249059,0.120937,0.1685132,0.2556256,0.120937,0.0108690811188434,0.1839827628905093,0.1851649879188023,0.0108690811188434,0.6606809443074453,0.7517523487843843,1.2342960295563483,0.6606809443074453,combined_entries_city.csv
results_inception_time_city.csv,inception_time,_0_1,0.1640051,0.0785291,0.4274386,0.1640051,0.0716057,0.0399491,0.1384696,0.0716057,0.0348040414459736,0.0323875057543188,0.0429852697001766,0.0348040414459736,0.3628143330411708,0.1894456391608162,0.8118918716961552,0.3628143330411708,combined_entries_city.csv
results_inception_time_city.csv,inception_time,_0_2,0.3391293,0.2151628,0.376068,0.3391293,0.0641021,0.0774098,0.120037,0.0641021,0.1611532937669048,0.0002388396880121,0.0427918246328386,0.1611532937669048,0.5171052476451202,0.4300868025606206,0.7093440862159057,0.5171052476451202,combined_entries_city.csv
results_inception_time_city.csv,inception_time,_1_0,0.2249823,0.1666811,0.2927533,0.2249823,0.1534164,0.1207315,0.180967,0.1534164,0.2009699404242426,0.1685232868178204,0.2096917027686941,0.2009699404242426,0.6509345874192372,0.5018854647829972,0.7951982444089781,0.6509345874192372,combined_entries_city.csv
results_inception_time_city.csv,inception_time,_1_2,0.1494367,0.0847282,0.2103185,0.1494367,0.0923862,0.065756,0.1081166,0.0923862,0.1070685527415752,0.0978397484570249,0.0898612521368847,0.1070685527415752,0.4059420017539831,0.2672961441289988,0.5104981884850817,0.4059420017539831,combined_entries_city.csv
results_inception_time_city.csv,inception_time,_1_4,0.312931,0.1579365,0.2700337,0.312931,0.0749356,0.0587511,0.1608532,0.0749356,0.1048765521961228,0.0051827974169898,0.1765664772511636,0.1048765521961228,0.5209855167693945,0.3210557016134296,0.716633932439677,0.5209855167693945,combined_entries_city.csv
results_hydra_ridge_city.csv,hydra_ridge,_0_0,0.7805183,0.7659647,0.7670489,0.7805183,0.0183885,0.022492,0.0226429,0.0183885,0.7294635909616533,0.703516857680081,0.7041821739604261,0.7294635909616533,0.8315730640081179,0.8284125848695396,0.8299155594803533,0.8315730640081179,combined_entries_city.csv
