id,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,country,city,category
0,13,0,0,0,0,0,0,0,0,0,16,27,36,39,42,46,49,51,54,57,57,51,38,24,1,0,4
1,0,0,0,0,0,0,0,0,0,0,20,44,66,69,53,37,32,37,41,42,37,28,19,11,1,0,4
2,0,0,0,0,0,0,0,0,4,14,27,42,50,48,37,29,27,29,29,27,22,17,0,0,1,0,4
3,0,0,0,0,0,0,0,0,21,35,53,67,75,75,67,57,50,47,45,41,32,21,0,0,1,0,4
4,0,0,0,0,0,0,0,0,3,7,23,47,70,75,51,0,0,0,0,0,0,0,0,0,1,0,4
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
6,66,74,75,60,32,0,0,0,0,0,12,18,25,30,33,33,33,36,42,49,56,59,59,60,1,0,4
7,0,0,0,0,0,0,0,0,0,0,11,18,27,35,41,44,41,38,40,47,54,51,36,19,1,0,4
8,0,0,0,0,0,0,0,10,15,20,29,42,52,49,35,28,32,40,42,32,18,0,0,0,1,0,4
9,0,0,0,0,0,0,0,8,17,29,40,50,52,47,38,26,20,31,47,35,0,0,0,0,1,0,4
10,0,0,0,0,0,0,0,0,0,0,39,48,49,49,45,39,37,42,48,49,45,35,22,14,1,0,4
11,0,0,0,0,0,0,0,0,0,0,34,60,75,69,55,48,50,55,57,53,44,32,20,11,1,0,4
12,0,0,0,0,0,0,0,0,0,0,18,36,53,50,32,0,10,13,19,23,21,15,0,0,1,0,4
13,0,0,0,0,0,0,0,0,0,0,22,44,68,75,56,0,0,0,0,0,0,0,0,0,1,0,4
14,17,9,0,0,0,0,0,0,0,0,35,52,60,55,42,30,27,30,35,40,42,39,33,25,1,0,4
15,8,4,0,0,0,0,0,0,0,0,46,65,75,71,58,43,34,32,33,34,32,26,20,13,1,0,4
16,9,0,0,0,0,0,0,0,23,39,52,58,53,40,26,15,0,9,12,16,19,20,17,13,1,0,4
17,0,0,0,0,0,0,0,0,13,28,50,69,75,65,44,26,0,16,21,27,26,21,13,5,1,0,4
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,48,59,51,30,1,0,4
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,50,68,63,46,41,39,1,0,4
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,34,29,19,0,0,1,0,4
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,65,75,48,0,0,1,0,4
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,45,51,0,0,0,0,1,0,4
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,35,45,39,26,0,0,1,0,4
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,19,23,35,32,0,0,0,1,0,4
26,0,0,0,0,0,0,0,0,0,0,0,36,51,49,31,20,24,45,65,75,63,40,0,0,1,0,4
27,0,0,0,0,0,0,0,0,0,0,0,29,50,54,43,32,41,63,75,63,36,0,0,0,1,0,4
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,46,62,62,48,26,0,1,0,4
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,42,32,0,0,0,1,0,4
30,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,30,29,39,58,69,59,33,0,0,1,0,4
31,0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,32,37,60,75,67,43,0,0,0,1,0,4
32,0,0,0,0,0,0,0,0,0,0,0,2,13,32,39,27,25,42,65,75,60,36,15,0,1,0,4
33,0,0,0,0,0,0,0,0,0,0,0,1,5,18,35,44,41,38,41,40,29,0,0,0,1,0,4
34,0,0,0,0,0,0,0,10,22,23.648648,0,39,56,66,66,57,46,39,38,38,34,25,14,0,1,0,4
35,0,0,0,0,0,0,0,10,20,33,48,62,71,75,74,71,65,53,38,0,0,0,0,0,1,0,4
36,0,0,0,0,0,0,0,0,0,0,0,9,13,17,20,23,26,33,47,61,63,48,27,0,1,0,4
37,0,0,0,0,0,0,0,0,0,0,0,7,15,25,34,37,34,33,52,75,56,20,0,0,1,0,4
38,12,0,0,0,0,0,0,0,0,0,0,51,65,72,75,72,68,66,65,63,57,47,34,21,1,0,4
39,0,0,0,0,0,0,0,0,0,0,0,11,21,35,47,54,53,48,46,46,41,28,14,0,1,0,4
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,66,75,59,34,0,1,0,4
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,38,32,0,0,0,1,0,4
42,0,0,0,0,0,0,0,9,14.410481,0,27,51,66,67,68,64,46,23,0,0,0,0,0,0,1,0,4
43,0,0,0,0,0,0,0,11,32,59,75,68,56,54,48,28,0,0,0,0,0,0,0,0,1,0,4
44,0,0,0,0,0,0,0,0,0,0,0,3,6,10,16,22,30,41,57,71,75,62,39,0,1,0,4
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,51,54,46,30,0,0,1,0,4
46,0,0,0,0,0,0,0,0,0,0,0,21,33,39,33,27,30,27,15,9,18,12,0,0,1,0,4
47,0,0,0,0,0,0,0,0,0,0,0,36,60,75,66,54,54,60,54,36,15,6,0,0,1,0,4
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49,68,75,65,45,0,1,0,4
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,50,63,59,0,0,0,1,0,4
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,45,61,75,0,0,0,1,0,4
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,50,58,62,54,32,0,1,0,4
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,40,59,75,67,39,14,0,0,1,0,4
54,23,14,0,0,0,0,0,0,6,16,33,51,64,66,56,41,31,34,46,56,53,38,26,24,1,0,4
55,8,3,0,0,0,0,0,0,8,21,41,62,75,71,56,41,34,35,41,44,42,35,25,15,1,0,4
56,0,0,0,0,0,0,0,0,0,0,21,36,43,35,20,11,11,17,23,25,21,15,0,0,1,0,4
57,0,0,0,0,0,0,0,0,0,0,25,52,75,75,52,26,12,12,17,20,17,0,0,0,1,0,4
58,0,0,0,0,0,0,0,11,23,36,45,46,39,27,15,6,0,0,0,0,0,0,0,0,1,0,4
59,0,0,0,0,0,0,0,8,23,49,71,75,57,31,11,2,0,0,0,0,0,0,0,0,1,0,4
60,0,0,0,0,0,0,0,0,0,0,7,21,46,67,67,47,33,41,61,75,66,42,0,0,1,0,4
61,0,0,0,0,0,0,0,0,0,0,15,26,39,50,56,55,53,54,58,52,35,0,0,0,1,0,4
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,56,66,75,61,31,0,1,0,4
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,69,67,48,26,0,0,1,0,4
64,0,0,0,0,0,0,0,0,0,10,26,40,45,45,49,42,24,15,19,28,33,26,0,0,1,0,4
65,0,0,0,0,0,0,0,0,0,14,34,59,75,69,50,32,29,29,25,32,29,0,0,0,1,0,4
66,0,0,0,0,0,0,0,0,0,0,3,5,7,9,12,0,23,37,56,69,75,73,58,31,1,0,4
67,0,0,0,0,0,0,0,0,0,0,6,9,12,14,17,0,22,34,54,59,53,50,35,0,1,0,4
68,38,24,0,0,0,0,0,0,0,0,7,18,30,38,36,26,17,15,21,27,30,26,26,35,1,0,4
69,0,0,0,0,0,0,0,0,0,0,12,37,67,75,54,33,26,27,26,23,17,10,0,0,1,0,4
70,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,51,66,69,60,42,24,1,0,4
71,0,0,0,0,0,0,0,0,0,0,2,3,4,6,8,11,17,22,25,25,20,0,0,0,1,0,4
72,0,0,0,0,0,0,0,9,2.142857,0,20,35,50,57,54,45,38,35,28,15,0,0,0,0,1,0,4
73,0,0,0,0,0,0,0,17,35,54,69,75,74,71,67,54,35,17,0,0,0,0,0,0,1,0,4
74,53,0,0,0,0,0,0,0,12,23,36,50,62,69,70,66,57,50,46,48,55,62,64,60,1,0,4
75,20,0,0,0,0,0,0,0,15,23,36,53,66,73,73,71,70,73,75,73,65,53,41,29,1,0,4
76,0,0,0,0,0,0,0,0,0,11,30,56,68,60,38,22,18,21,22,19,15,0,0,0,1,0,4
77,0,0,0,0,0,0,0,0,0,16,25,36,45,50,50,45,36,27,51,75,19,0,0,0,1,0,4
78,0,0,0,0,0,0,0,0,0,0,7,9,12,12,12,15,26,39,50,66,75,61,36,0,1,0,4
79,0,0,0,0,0,0,0,0,0,0,8,16,23,26,25,24,29,41,53,53,42,0,0,0,1,0,4
80,0,0,0,0,0,0,0,0,0,0,0,32,37,41,45,54,64,73,75,64,47,28,0,0,1,0,4
81,0,0,0,0,0,0,0,0,0,0,0,22,31,40,48,57,65,70,65,52,33,18,0,0,1,0,4
82,18,0,0,0,0,0,0,0,0,0,0,21,31,36,34,28,30,51,72,73,71,69,56,36,1,0,4
83,0,0,0,0,0,0,0,0,0,0,0,32,46,46,35,23,22,29,38,41,36,26,0,0,1,0,4
84,0,0,0,0,0,0,0,0,0,0,0,3,15,29,31,24,24,36,54,67,70,61,45,27,1,0,4
85,0,0,0,0,0,0,0,0,0,0,1,6,17,30,36,32,26,31,42,50,46,32,0,0,1,0,4
86,0,0,0,0,0,0,0,0,0,0,0,22,45,54,45,41,45,39,24,0,0,0,0,0,1,0,4
87,0,0,0,0,0,0,0,0,0,0,0,38,62,75,70,50,27,0,0,0,0,0,0,0,1,0,4
88,0,0,0,0,0,0,0,0,0,0,0,21,31,31,21,10,6,14,35,42,31,14,3,0,1,0,4
89,0,0,0,0,0,0,0,0,0,0,0,3,11,14,17,14,14,21,43,43,21,0,0,0,1,0,4
90,0,0,0,0,0,0,0,0,4,9,14,18,21,24,25,27,33,43,55,67,75,72,61,45,1,0,4
91,0,0,0,0,0,0,0,5,10,15,20,24,27,29,29,29,31,35,41,47,50,47,39,29,1,0,4
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,75,69,65,53,0,1,0,4
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,65,59,41,0,0,1,0,4
94,0,0,0,0,0,0,0,0,0,0,27,42,49,43,30,21,21,29,39,43,40,30,19,0,1,0,4
95,0,0,0,0,0,0,0,0,0,0,38,62,75,65,45,29,23,23,24,23,18,0,0,0,1,0,4
96,0,0,0,0,0,0,0,0,0,0,17,37,54,60,58,59,66,72,75,71,66,57,43,27,1,0,4
97,0,0,0,0,0,0,0,0,0,0,32,48,54,50,46,47,52,55,52,44,34,23,14,0,1,0,4
98,12,0,0,0,0,0,0,0,0,5,9,15,24,32,35,35,30,30,42,63,75,60,42,30,1,0,4
99,0,0,0,0,0,0,0,0,0,4,9,17,29,39,47,52,52,50,53,60,60,49,31,15,1,0,4
100,0,0,0,0,0,0,0,0,12,22,30,33,35,36,36,33,33,42,59,73,75,61,41,21,1,0,4
101,0,0,0,0,0,0,0,0,10,26,47,64,67,61,56,58,63,67,68,62,50,35,0,0,1,0,4
102,0,0,0,0,0,0,0,0,0,0,20,28,33,30,21,17,21,38,60,75,69,47,0,0,1,0,4
103,0,0,0,0,0,0,0,0,0,0,37,47,51,50,44,37,33,31,31,29,25,0,0,0,1,0,4
104,0,0,0,0,0,0,0,0,0,0,21,39,54,51,36,22,22,31,42,46,41,30,18,7,1,0,4
105,0,0,0,0,0,0,0,0,0,0,18,32,44,46,38,29,26,32,40,40,32,18,8,2,1,0,4
106,27,12,0,0,0,0,0,0,0,0,6,21,38,41,28,19,25,43,63,75,72,66,57,44,1,0,4
107,0,0,0,0,0,0,0,0,0,0,26,46,60,60,49,39,38,44,49,47,38,25,13,5,1,0,4
108,0,0,0,0,0,0,0,0,0,0,0,10,33,52,52,41,38,49,66,75,69,52,0,0,1,0,4
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
110,2,0,0,0,0,0,0,0,0,6,9,14,16,17,15,15,19,33,49,54,45,34,23,11,1,0,4
111,0,0,0,0,0,0,0,0,0,19,30,39,41,35,26,22,26,35,40,35,22,8,2,1,1,0,4
112,51,35,20,0,0,0,0,0,0,0,0,14,18,23,25,27,28,35,46,57,64,68,69,64,1,0,4
113,15,9,0,0,0,0,0,0,0,0,0,8,12,17,20,25,28,29,30,32,33,31,28,22,1,0,4
114,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,47,66,75,69,53,33,1,0,4
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,30,26,20,12,0,1,0,4
116,0,0,0,0,0,0,0,0,14,30,51,69,75,65,45,27,15,12,18,26,30,27,18,0,1,0,4
117,0,0,0,0,0,0,0,0,22,35,48,59,62,58,47,35,25,23,29,38,40,30,0,0,1,0,4
118,0,0,0,0,0,0,0,0,0,0,15,36,56,61,50,36,37,52,67,63,42,19,0,0,1,0,4
119,0,0,0,0,0,0,0,0,0,0,16,38,63,75,68,53,48,59,68,59,38,17,0,0,1,0,4
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
122,0,0,0,0,0,0,0,11,24,43,63,75,73,59,39,22,16,22,21,9,0,0,0,0,1,0,4
123,0,0,0,0,0,0,0,8,23,41,55,61,58,50,38,23,14,20,28,14,0,0,0,0,1,0,4
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,35,49,58,51,30,12,1,0,4
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,22,28,23,12,4,0,1,0,4
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,66,75,65,46,25,1,0,4
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,42,33,0,0,1,0,4
128,0,0,0,0,0,0,0,0,0,0,0,0,33,48,57,60,58,58,60,59,51,47,57,47,1,0,4
129,0,0,0,0,0,0,0,0,0,0,0,0,53,38,20,11,11,13,13,11,14,24,33,26,1,0,4
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,33,59,75,65,39,16,4,1,0,4
131,0,0,0,0,0,0,0,0,0,0,0,6,11,17,20,21,26,38,47,46,33,18,0,0,1,0,4
132,54,66,54,29,5,0,0,0,0,0,3,3,6,8,9,10,12,10,9,8,6,7,12,30,1,0,4
133,29,26,19,0,0,0,0,0,0,0,2,4,6,10,12,13,12,11,10,10,13,19,25,29,1,0,4
134,0,0,0,0,0,0,0,0,0,0,0,13,16,19,21,22,22,26,39,61,75,63,37,0,1,0,4
135,0,0,0,0,0,0,0,0,0,0,0,20,31,38,37,30,26,31,40,41,32,0,0,0,1,0,4
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,38,52,66,75,70,54,33,1,0,4
137,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,25,31,39,50,58,56,44,28,0,1,0,4
138,0,0,0,0,0,0,0,0,0,6,17,32,42,47,48,43,33,35,48,51,36,0,0,0,1,0,4
139,0,0,0,0,0,0,0,0,0,12,30,53,65,62,55,62,75,73,58,43,27,0,0,0,1,0,4
140,0,0,0,0,0,0,0,0,0,0,0,18,37,36,30,43,54,39,21,24,27,0,0,0,1,0,4
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
142,0,0,0,0,0,0,0,0,0,0,0,4,41,36,23,30,36,33,27,23,12,0,0,0,1,0,4
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
144,60,75,75,60,39,20,10,2,0,0,0,0,0,0,0,0,0,9,25,43,50,44,37,44,1,0,4
145,65,71,60,39,20,9,9,3,0,0,0,0,0,0,0,0,0,11,23,34,38,36,38,50,1,0,4
146,0,0,0,0,0,0,0,8,20,40,61,69,57,36,18,12,16,25,33,34,30,21,12,0,1,0,4
147,0,0,0,0,0,0,0,9,22,41,62,75,72,56,35,19,12,13,15,14,8,4,2,0,1,0,4
148,0,0,0,0,0,0,0,0,0,0,0,32,53,57,44,30,30,43,57,61,54,39,0,0,1,0,4
149,0,0,0,0,0,0,0,0,0,0,0,22,41,56,61,55,47,55,75,74,45,0,0,0,1,0,4
150,0,0,0,0,0,0,0,0,0,23,51,62,53,35,16,5,3,6,9,11,11,9,6,0,1,0,4
151,0,0,0,0,0,0,0,0,0,30,63,75,69,60,40,0,0,0,0,0,0,0,0,0,1,0,4
152,18,0,0,0,0,0,0,0,0,0,0,18,27,33,34,33,34,42,56,69,75,69,54,35,1,0,4
153,0,0,0,0,0,0,0,0,0,0,0,25,35,39,38,35,35,42,49,50,41,26,0,0,1,0,4
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,66,75,65,45,26,1,0,4
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,41,36,26,0,0,1,0,4
156,66,52,35,0,0,0,0,0,0,0,0,10,16,24,30,36,41,43,46,50,57,66,73,75,1,0,4
157,19,15,0,0,0,0,0,0,0,0,0,11,16,22,25,27,27,27,27,28,28,28,26,23,1,0,4
158,52,24,0,0,0,0,0,0,0,0,0,0,12,16,20,25,33,45,62,75,73,67,69,70,1,0,4
159,2,1,0,0,0,0,0,0,0,0,2,5,8,14,23,32,40,45,44,39,30,20,12,6,1,0,4
160,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,37,62,75,63,42,33,1,0,4
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,56,47,25,12,30,35,1,0,4
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,69,75,59,33,0,1,0,4
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,54,47,0,0,0,1,0,4
164,0,0,0,0,0,0,0,0,0,1,2,3,4,5,5,4,3,5,8,11,10,6,0,0,1,0,4
165,0,0,0,0,0,0,0,0,0,0,1,3,6,8,6,5,5,5,8,9,7,0,0,0,1,0,4
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,66,75,65,46,25,1,0,4
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,42,33,0,0,1,0,4
168,0,0,0,0,0,0,0,0,0,0,0,0,26,43,54,51,45,51,64,75,70,51,0,0,1,0,4
169,0,0,0,0,0,0,0,0,0,0,0,0,31,53,53,35,35,59,59,0,0,0,0,0,1,0,4
170,65,61,45,0,0,0,0,1,3,4,6,9,12,15,17,18,18,21,25,35,48,59,63,63,1,0,4
171,23,15,0,0,0,0,0,0,0,0,0,11,21,29,29,27,30,38,47,52,53,50,42,32,1,0,4
172,75,70,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,20,30,37,43,56,1,0,4
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
174,0,0,0,0,0,0,0,0,16,30,38,47,67,75,53,29,24,33,43,45,37,24,0,0,1,0,4
175,0,0,0,0,0,0,0,0,14,25,38,50,55,53,44,32,23,33,62,55,19,1,0,0,1,0,4
176,0,0,0,0,0,0,0,0,0,0,9,15,21,25,25,22,23,36,60,75,69,57,45,0,1,0,4
177,0,0,0,0,0,0,0,0,0,0,11,23,34,40,41,39,38,37,37,33,26,0,0,0,1,0,4
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
180,63,45,0,0,0,0,0,0,0,0,0,12,17,23,27,31,36,42,51,60,66,71,75,72,1,0,4
181,0,0,0,0,0,0,0,0,0,0,0,19,26,30,33,35,35,36,39,41,41,38,32,24,1,0,4
182,0,0,0,0,0,0,0,0,0,0,0,0,15,21,25,30,33,36,43,55,60,50,0,0,1,0,4
183,0,0,0,0,0,0,0,0,0,0,0,0,23,53,75,65,42,68,0,0,0,0,0,0,1,0,4
184,0,0,0,0,0,0,0,0,0,0,0,2,9,18,25,27,30,30,36,48,61,72,69,0,1,0,4
185,0,0,0,0,0,0,0,0,0,0,0,2,8,18,28,31,31,36,49,67,75,65,0,0,1,0,4
186,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,18,21,33,54,70,72,70,58,0,1,0,4
187,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,24,24,28,42,56,42,0,0,0,1,0,4
188,73,60,37,0,0,0,0,0,0,0,29,37,40,38,31,25,27,39,58,73,75,66,63,70,1,0,4
189,0,0,0,0,0,0,0,0,0,0,27,38,43,36,25,18,20,30,42,48,45,33,0,0,1,0,4
190,0,0,0,0,0,0,0,0,0,0,0,0,18,33,0,0,0,30,61,75,57,26,0,0,1,0,4
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,43,33,0,0,0,1,0,4
192,0,0,0,0,0,0,0,0,0,0,0,16,24,32,37,40,44,54,66,75,74,68,54,0,1,0,4
193,0,0,0,0,0,0,0,0,0,0,0,20,29,32,31,27,26,31,39,43,38,0,0,0,1,0,4
194,0,0,0,0,0,0,0,0,0,0,0,12,31,40,18,0,0,23,53,61,31,0,0,0,1,0,4
195,0,0,0,0,0,0,0,0,0,0,0,15,41,58,38,0,0,34,66,75,51,0,0,0,1,0,4
196,46,27,0,0,0,0,0,0,0,0,8,19,30,36,37,38,39,40,41,47,59,70,75,65,1,0,4
197,0,0,0,0,0,0,0,0,0,0,13,20,26,33,38,41,40,37,35,36,41,41,34,21,1,0,4
198,0,0,0,0,0,0,0,0,0,0,0,0,16,30,42,49,48,48,59,75,70,44,0,0,1,0,4
199,0,0,0,0,0,0,0,0,0,0,0,0,24,41,49,46,43,49,54,44,25,0,0,0,1,0,4
200,0,0,0,0,0,0,0,0,0,0,3,5,7,9,12,18,30,48,63,69,69,69,62,0,1,0,4
201,0,0,0,0,0,0,0,0,0,0,3,5,8,9,11,11,14,26,44,59,53,31,0,0,1,0,4
202,0,0,0,0,0,0,0,0,0,0,14,33,47,39,0,0,0,25,44,63,73,67,50,30,1,0,4
203,0,0,0,0,0,0,0,0,0,0,19,33,37,28,0,0,0,23,43,59,62,47,28,0,1,0,4
204,0,0,0,0,0,0,0,0,0,0,0,7,19,30,27,14,9,18,28,23,0,0,0,0,1,0,4
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
206,0,0,0,0,0,0,0,0,0,0,0,3,15,34,39,25,15,17,29,36,30,18,0,0,1,0,4
207,0,0,0,0,0,0,0,0,0,0,0,7,23,35,28,14,15,33,41,31,26,8,0,0,1,0,4
208,0,0,0,0,0,0,0,0,0,0,0,6,6,7,9,9,0,18,39,52,75,59,0,0,1,0,4
209,0,0,0,0,0,0,0,0,0,0,0,9,11,13,14,14,0,23,41,45,49,24,0,0,1,0,4
210,0,0,0,0,0,0,0,0,0,0,0,14,30,37,30,0,0,36,54,69,75,67,51,32,1,0,4
211,0,0,0,0,0,0,0,0,0,0,0,16,19,22,23,0,0,32,56,60,65,45,20,0,1,0,4
212,0,0,0,0,0,0,0,0,0,0,0,6,10,16,21,27,30,34,39,55,75,67,37,0,1,0,4
213,0,0,0,0,0,0,0,0,0,0,0,15,23,29,35,40,43,44,44,46,46,38,0,0,1,0,4
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,55,70,75,59,0,0,1,0,4
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,32,36,29,0,0,0,1,0,4
216,0,0,0,0,0,0,0,0,0,33,50,60,60,52,42,36,38,49,64,75,71,56,0,0,1,0,4
217,0,0,0,0,0,0,0,0,0,27,45,62,71,74,71,62,53,47,47,45,38,25,0,0,1,0,4
218,49,30,0,0,0,0,0,0,0,0,4,7,11,14,17,18,17,17,24,43,67,75,65,57,1,0,4
219,0,0,0,0,0,0,0,0,0,0,10,14,18,20,20,17,14,14,16,18,17,12,0,0,1,0,4
220,0,0,0,0,0,0,0,0,0,0,0,15,29,38,38,29,18,20,40,63,65,42,0,0,1,0,4
221,0,0,0,0,0,0,0,0,0,0,0,0,27,56,47,27,27,34,52,68,56,27,0,0,1,0,4
222,0,0,0,0,0,0,0,0,28,51,51,28,8,0,0,0,0,0,0,0,0,0,0,0,1,0,4
223,0,0,0,0,0,0,0,0,23,56,75,56,23,0,0,0,0,0,0,0,0,0,0,0,1,0,4
224,36,0,0,0,0,0,0,0,0,0,0,11,20,29,36,40,44,52,66,75,73,63,54,46,1,0,4
225,0,0,0,0,0,0,0,0,0,0,0,11,23,35,43,46,49,53,53,49,40,29,0,0,1,0,4
226,0,0,0,0,0,0,0,0,0,0,20,29,38,46,51,53,53,56,64,71,66,47,24,0,1,0,4
227,0,0,0,0,0,0,0,0,0,0,26,47,62,62,50,41,38,40,38,32,23,0,0,0,1,0,4
228,75,63,34,0,0,0,0,0,0,0,0,17,31,42,48,45,37,37,39,45,48,42,45,60,1,0,4
229,23,17,0,0,0,0,0,0,0,0,0,11,26,43,49,46,40,40,46,49,43,32,17,8,1,0,4
230,0,0,0,0,0,0,0,0,0,0,0,42,61,75,71,56,38,25,32,47,39,0,0,0,1,0,4
231,0,0,0,0,0,0,0,0,0,0,0,20,31,42,45,44,32,22,13,0,0,0,0,0,1,0,4
232,24,16,0,0,0,0,0,0,0,0,0,6,12,19,26,30,36,45,60,72,75,65,49,34,1,0,4
233,0,0,0,0,0,0,0,0,0,0,0,11,20,28,31,32,32,37,44,46,41,30,18,8,1,0,4
234,0,0,0,0,0,0,0,0,3,0,0,12,23,30,29,18,0,0,0,40,66,75,57,30,1,0,4
235,0,0,0,0,0,0,0,0,5,14,25,34,33,24,0,0,0,19,22,23,24,17,0,0,1,0,4
236,0,0,0,0,0,0,0,0,0,0,25,43,62,74,75,63,45,27,0,0,0,0,0,0,1,0,4
237,0,0,0,0,0,0,0,0,0,0,28,53,68,63,47,41,43,38,0,0,0,0,0,0,1,0,4
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,47,45,37,0,0,1,0,4
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,29,31,25,0,0,1,0,4
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
242,0,0,0,0,0,0,0,0,0,0,0,40,61,72,68,60,53,51,53,48,38,23,0,0,1,0,4
243,0,0,0,0,0,0,0,0,0,0,0,34,45,53,53,49,51,62,64,49,28,0,0,0,1,0,4
244,0,0,0,0,0,0,0,0,0,4,12,25,40,51,50,42,33,33,45,60,68,64,48,30,1,0,4
245,0,0,0,0,0,0,0,0,0,16,28,43,56,59,53,44,38,39,44,41,30,16,0,0,1,0,4
246,0,0,0,0,0,0,0,0,0,0,0,0,16,75,33,0,0,18,36,38,24,0,0,0,1,0,4
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
