id,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,country,city,category
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000118708452041786,0.00114803550308623,0.0022596993242734,0.0213960006601977,0.099563592983363,0.308696895305362,0.564797387830824,0.659831163380335,0.897903217742105,0.896498160695534,0.808148334826436,0.462530557862421,0.010059954357785,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.00312593384625853,0.0318893055780091,0.234066716382855,0.504396616135803,0.426146710070267,0.427756011488419,0.615013537939847,0.914171053746883,0.808779882477155,0.44611458280467,0.522373184149702,0.677492423757068,0.475073997254702,0.385600458268989,0.248011078245575,0.0172680221744406,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.00017396483293822,0.00918048565099351,0.138567779616461,0.362674344402657,0.601678378651793,0.46172530919036,0.307420517254911,0.395879151982,0.472615152253198,0.568863974066959,0.76018685050999,0.972788456812674,0.965488695632246,0.831592428389391,0.573810906982397,0.275817198365398,0.00251115488860396,0.000105723114516284,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.00159601238869531,0.0430546660489913,0.531298765774459,0.89877315821317,0.862048759079532,0.658995247497564,0.773191654498024,0.669474079060402,0.505337004568057,0.614119019570803,0.650239912566103,0.775702031974638,0.628682880774303,0.533387637123618,0.353358195664346,0.00891112696926193,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.000466853408029879,0.0150907244163973,0.179334542196622,0.768776932865746,0.951877946659776,0.79748038199329,0.451728706310323,0.283191927135581,0.174803570240311,0.293230307078398,0.25309058968129,0.331428303559898,0.4122892789822,0.603217800315399,0.44863841470551,0.349548585402745,0.154790854189825,0.0308292383004668,0.000874365795442648,0.0,0.0,0.0
5,0.0498695716212206,0.0,0.0,0.0,0.0,0.0,6.78334011667346e-05,0.0,7.71604938271604e-05,0.00860490274549741,0.0543189566873885,0.250348513571198,0.547687836355815,0.501236106023979,0.359559727734368,0.167168886100103,0.213296056093608,0.472554029630933,0.300095157601527,0.430026012311335,0.786466768886204,0.516668640761129,0.367626602113303,0.0974134974641734,0.0,0.0,1.0
6,0.290098147344695,0.0355666047564627,0.00679412134450243,0.000658008941840571,0.00124067629656855,0.0,0.0,0.000430806445401549,0.0,0.0,0.0,0.00270292547758282,0.105922381970101,0.00564088161211137,0.00457260341350012,0.00105710019562363,0.0158128624880153,0.00666323848067142,0.0217528359625318,0.0943032498751999,0.323811543775298,0.784673247057964,0.588757819695378,0.469317231787751,0.0,0.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232303584872834,0.240671806463839,0.512481394453767,0.732205184055915,0.790181374532105,0.976915483069331,0.715309891374328,0.372537213140409,0.372537213140409,0.0,0.0,0.0,0.0,0.0,2.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00507936507936508,0.0490958781362008,0.27291148733628,0.658540927955202,0.920732633555214,0.980685880086802,0.905249549979719,0.803578907411253,0.755758546552731,0.579530966673827,0.579530966673827,0.579530966673827,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00351780351780352,0.0525111200956008,0.261204080659414,0.271373803116399,0.325445817694042,0.408751257532648,0.688787923143536,0.907410544119656,0.83031410245087,0.456283216168709,0.42538890722562,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010351966873706,0.0166306872696056,0.122966955719893,0.436004210203217,0.676816028327274,0.780759947417852,0.700607057878259,0.52162614411641,0.711323760558717,0.896033051398177,0.817137638103201,0.604334379151305,0.546076813555727,0.420987533008065,0.00658508158508158,0.00658508158508158,0.001998001998002,0.0,0.0,2.0
11,0.647492566907804,0.426514060467447,0.417982700786366,0.125537658583326,0.136501919654881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220851818988465,0.411735638251055,0.0,0.0,3.0
12,0.155492354775702,0.196099733641228,0.557925537660707,0.155378367003367,0.101605158730159,0.0304761904761905,0.0304761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0990874837458524,0.0,0.0,3.0
13,0.0046136754216123,0.0,0.0,0.0,0.000683060109289619,0.0,0.0,0.0,0.00440627208672375,0.00265192044405135,0.0409466264368141,0.350108384886107,0.88592385637156,0.848767995557772,0.805188304109379,0.337693136377568,0.351894089807224,0.0575059433603181,0.00528490873969747,0.0185365899927603,0.151975830036279,0.00588490336122463,0.00119326721508493,0.0120365083753993,0.0,0.0,4.0
14,0.0856404263107498,0.00591784425142881,0.002202420420245,0.00161517903224649,7.46137527554639e-05,0.00159911356931199,3.90486124181777e-05,7.9523460818425e-06,0.000150925719107537,0.00100800066200125,0.000285282083789931,0.00324753837901261,0.0482504491180046,0.346750898602444,0.0593281139898889,0.0480374501402931,0.0163675698695115,0.0570526141780851,0.136579975061717,0.413409771307022,0.727754775132498,0.894099035340008,0.622260205953522,0.286517906732594,0.0,0.0,4.0
15,0.0129197037735593,0.0347789253405334,0.0,0.0,0.0,0.0,0.00268040706310295,0.0188328695482128,0.138998888234579,0.451767761494114,0.181694538020395,0.275936007853046,0.454563358251551,0.746731085608376,0.596756406252239,0.356059831006388,0.41205978026983,0.554009700465134,0.364517141256703,0.348891698169768,0.314354043662165,0.133596102002133,0.0502375936382779,0.0339766990138107,0.0,1.0,0.0
16,0.024474819221611,0.0,0.0,0.0,0.0,0.0,0.000233618233618234,0.00990379410143011,0.115503327850801,0.383284519853039,0.627304211219566,0.564458324553977,0.794746879251742,0.749106739094226,0.832798828412026,0.932105360127234,0.949417833756926,0.887173470184372,0.770739545847055,0.637504781204459,0.614393505449549,0.412642016098574,0.188534722601866,0.0132627495824733,0.0,1.0,0.0
17,0.0245409379989169,0.0,0.0,0.0,0.0,0.0,0.00464860508963464,0.0573167008263319,0.367330510543916,0.599545074771436,0.835604674895936,0.657345543609733,0.537211539363789,0.558901595248395,0.414824207638294,0.575446414384524,0.662595127994567,0.683147660612999,0.879152952081953,0.777190364895636,0.680702859107799,0.531703768093634,0.324001800743669,0.0408111686010001,0.0,1.0,0.0
18,0.3476904,0.06652793,0.01288085,0.002477984,0.0163206,0.002580793,0.0002279776,0.0008767052,0.02984942,0.02576483,0.008364996,0.03408247,0.1075149,0.4414929,0.1838402,0.1670942,0.06422651,0.180967,0.2132266,0.292703,0.4705553,0.8196896,0.671617,0.4658884,0.0,1.0,1.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.00114814814814815,0.0556202864208699,0.147223107532962,0.370560127469575,0.483426698587542,0.433561836761256,0.463048413751481,0.524864868400943,0.587503714452512,0.788021811831701,0.945298355588257,0.96522582882669,0.82691935278037,0.697825332774858,0.464090421100617,0.00819519981391062,0.00819519981391062,0.0047805332247812,0.0,1.0,2.0
20,0.00405643738977072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000227842333105491,0.0348504624224141,0.121993611351438,0.32139396858066,0.687751736720777,0.877948365558132,0.849859190917131,0.598001465326822,0.567104110108907,0.365346519453109,0.503686884277979,0.213042465336992,0.425768308942433,0.136256262436779,0.126306184209805,0.0209631454228369,0.0,1.0,2.0
21,0.368176385996905,0.0187192118226601,0.0028149190710767,0.00656814449917897,0.323819956118807,0.0569527851458886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00711111111111113,0.0138666666666667,0.0543990568818155,0.336721822239064,0.0,1.0,3.0
22,0.181395348837209,0.385382059800664,0.106976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00775193798449612,0.0915697674418605,0.82687338501292,0.547286821705426,0.7114556416882,0.38062015503876,0.0199335548172757,0.0,0.0,0.0,0.0,0.0,0.156146179401993,0.0,1.0,3.0
23,0.563978794203447,0.315518531176426,0.315518531176426,0.205869408369409,0.205869408369409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00231481481481481,0.0232744107744108,0.214447728519904,0.295743573878249,0.591004136901969,0.801416699056017,0.977310173582103,0.825197286516946,0.0,1.0,3.0
24,0.614333209530267,0.334825211354067,0.221366578776307,0.672342163692638,0.349457959844943,0.30816340067308,0.064975928838809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00933142160728368,0.0111116618702826,0.0838046382962133,0.323187621483122,0.0,1.0,3.0
25,0.263321901355802,0.219124897635621,0.237191031348047,0.281390572414815,0.0414814814814815,0.0238095238095239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102251110489858,0.0,1.0,3.0
26,0.109835598360654,0.00930657161088455,0.000202657021051169,9.72222222222222e-05,0.0,0.0,0.0,0.0,0.000216853349070392,0.00898413390366506,0.0389290439651575,0.0944287860926783,0.332070045194171,0.581441903681193,0.807242538768692,0.700851718548855,0.562655051468376,0.328040486808541,0.538810064866579,0.606342141921071,0.726644153612571,0.866850001966579,0.611217177273412,0.328310406400813,0.0,1.0,4.0
27,0.220283333756802,0.0116250471940829,0.00172245110075854,0.000759593328368024,0.000326872960535905,6.05046123722115e-05,0.00185002713944361,0.000153117667626601,0.000679569398896258,0.00190927168861548,0.000228835949376275,0.000845872251486585,0.00427136883925123,0.0459504837407503,0.236571781838618,0.097358589554403,0.0450979911770341,0.114283726515013,0.184555443854568,0.336104308604265,0.56658574292639,0.907302267946558,0.817389500446656,0.527058020075905,0.0,1.0,4.0
28,0.00887202546325253,1.70940170940171e-05,9.28597190927142e-05,0.0,0.0,0.0,0.0,0.0,0.00121275545791439,0.00516595721201342,0.00990696357427676,0.0412994771021098,0.292078286501037,0.682657690738688,0.925874453834131,0.762114860072918,0.449260979515908,0.223516790855231,0.0329028933500118,0.0928187714899451,0.273195263182801,0.0500547466771435,0.0463050574752737,0.0209176657538938,0.0,1.0,4.0
29,0.07563843,0.008349344,0.002168558,0.001338739,0.0005863753,0.0001446159,0.0009985486,0.009987363,0.1218358,0.4182985,0.7374897,0.5239872,0.5671772,0.6408767,0.8545312,0.8069436,0.6864967,0.4930227,0.5913959,0.7572932,0.5547134,0.3969145,0.28827,0.08156412,0.0,2.0,0.0
30,0.321152086402799,0.0371624304653778,0.00601024126907156,0.00237325634156336,1.51171579743008e-05,0.000379650721336371,0.0,0.00076013352221927,0.00108555911233363,0.0021554633057542,0.00017176063886587,0.000771639406769957,0.0106796986007954,0.143368795246227,0.0171328618967935,0.0191132227608163,0.0051283434730288,0.0243114782731059,0.044223039921037,0.168242113052714,0.411427058825094,0.836836607802942,0.728352114558464,0.528526526540884,0.0,2.0,1.0
31,0.125074956971658,0.00210123334791059,0.000130232558139535,0.0,0.0,0.0,1.3778659611993e-05,0.0,0.000485865524207691,0.0210847314391715,0.0251399190416683,0.0906434195944973,0.335527043796915,0.748339952579933,0.654632503094628,0.440682216012215,0.135102005476915,0.242959891568052,0.254614512444942,0.317677291112338,0.475350769222819,0.786691502803674,0.557340237951354,0.300122559250964,0.0,2.0,1.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22061191626409e-05,0.00513119280578271,0.0776678829239569,0.318882605418712,0.557128881787795,0.676207465350172,0.786137387496754,0.942804503611089,0.874581776845989,0.721790596787462,0.586745868957754,0.481134121523517,0.386503497699727,0.0141610188331945,0.000547900811847136,0.00068487601480892,0.000317589080682831,0.0,2.0,2.0
33,0.1919012243252,0.0387585561495181,0.0269349702685553,0.00366830882404652,0.00217189953870281,0.00127286317347792,0.000328480818962045,0.00127286317347792,0.00781475055420122,0.0521897551356386,0.229662318935241,0.327448812161136,0.45224856127701,0.541770869552159,0.600656595983692,0.690501002693056,0.696240950203102,0.834724204760793,0.923616064729046,0.753429957443645,0.562474440941304,0.634346875733356,0.474961180587652,0.110654612319396,0.0,2.0,2.0
34,0.726359424015652,0.68126353497953,0.59128680704709,0.326686582949743,0.123441628586615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000305250305250305,0.016683364932139,0.110194079798658,0.311810619592077,0.556730527752345,0.0,2.0,3.0
35,0.342635497094827,0.321175901181484,0.312986747732169,0.640064646052368,0.0857083708708179,0.0102870182365418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000766000059785371,0.0133792003108129,0.130454038512986,0.0,2.0,3.0
36,0.170039318560168,0.00640804152813841,0.00151236327773922,0.000104758486458725,0.00469446742237238,0.000425963148435725,5.13562657094122e-05,4.64049266462046e-06,0.00143135725360682,0.000107470083580025,0.00130187845437529,0.00482533610698316,0.0801643847914665,0.502246368116176,0.330783461121408,0.072479190919506,0.0245718673397195,0.0666895544585838,0.0809815972498604,0.241556642346904,0.501880410915725,0.874883255098914,0.735990659530359,0.374474786662677,0.0,2.0,4.0
37,0.0246857598905576,0.000102179266154037,0.0,0.0,0.0,0.0,0.0,0.0,0.000741325706507768,0.0231049941141595,0.0158834655801063,0.0200659391549929,0.043763440338431,0.257556686082643,0.850975358096897,0.770770457106116,0.421169877519372,0.0305865834325663,0.071381569933532,0.079133820961664,0.17732591728933,0.456685501203253,0.0696353721812838,0.032384598739366,0.0,2.0,4.0
38,0.00494308081610171,0.0,0.0,0.0,0.0,0.0,6.62850629398355e-05,0.00729297546843564,0.112583259479571,0.310321528649028,0.416167703343561,0.447294044575485,0.558735847302204,0.792902791798507,0.671870836333788,0.681961718619577,0.523134885574981,0.827800921204446,0.740964268400059,0.841373362387256,0.700983263375681,0.45412692317926,0.0370801774534123,0.022731676935014,1.0,0.0,0.0
39,0.0262419390115889,0.000558036498984463,8.24215863061589e-05,8.24215863061589e-05,1.76617684941769e-05,8.24215863061589e-05,0.00016266629436101,0.00470234534937825,0.0633317973330592,0.332251315830888,0.637866947045515,0.894548052455064,0.799100837569076,0.51825716182079,0.65252740016759,0.569769038240141,0.484668366781169,0.384429478941242,0.306775210107482,0.049168648901445,0.00829180571126698,0.00120881658268502,0.00685917239917829,0.0331897584260775,1.0,0.0,0.0
40,0.4188798,0.2512244,0.01126073,0.0005321543,0.0,0.0,0.0005099866,0.0,0.00113442,0.005361402,0.00164432,0.004200054,0.02356631,0.1988727,0.07787383,0.1425975,0.1892217,0.3009572,0.435186,0.6046516,0.8866791,0.8581793,0.7455871,0.4546399,1.0,0.0,1.0
